nombre,tipo_plaza,ciudad,wifi,cine,estacionamiento,tiendas,niveles,Autoservicio,"Cafés, Helados y Dulces",Calzado,Departamental,Deportes,Dulces y Chocolates,Entretenimiento,Gimnasio,"Foto, Música, Libros y Regalos",Hogar,Joyería y Accesorios,Mascotas,Moda,Niños y bebés,Ópticas,Otros,Restaurantes y Food Court,Salud y Belleza,Servicios,Tecnología,Vinos y Licores,num_elementos,num_tiendas
plaza atlacomulco,Lifestyle Center,Estado de ... Atlacomulc...,si,si,si,si,1 nivel,"'MEGA Comercial Mexicana',"," 'Join & Enjoy', 'Paletería La Original'",,"Coppel', 'Viana'",Martí',0," 'Join & Enjoy', 'Paletería La Original'",0,Chacharitas',"""D'Europe""","Isabella Rendón', 'Romely'",0,Promoda Outlet',0,0,0," 'Hong Fa', 'Subway'",GNC',"BBVA ', 'Cash Apoyo Efectivo', 'Financiera Ayudamos', 'Ford', 'Inbursa', 'Mazda', 'Prendamex'",Fonix Telcel',0,13,25
plaza arquimedes,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza arkana norte,Lifestyle Center,Estado de ... Cuautitlá...,si,si,si,si,2 niveles,Walamart',"Café Punta del Cielo', 'Nutrisa'","La Joya', 'USA shoes'",Coppel Canada'," 'Martí Outlet', 'Top Outlet'",My Kandy Dulces',"Carcajadas', 'Cinépolis', 'Magic Island', 'Shine Games'",0,"Fun and More', 'Librería Everest', 'Vehículos a escala'"," 'Comex', 'Idea Interior'","Celumundo', 'Kastel Accesories', 'Mundo Moda', 'Xaxaritas'",0,"Furor', 'Nic Robin', ""Opp's Jeans"", 'Promoda Outlet'",Monky kids'," 'Óptica Americana', 'Optical Visual', 'Rosedal Ópticas'",Servi-Orto',"'Burro-T', 'Delichurros', 'Kepacrepa', 'La Choperia', 'Los Mandiles', 'Margarita Greens', 'Soul', 'Toks', 'Tortas Locas Hipocampo', 'Xin Yuan'",Amour Cosmetics',"'DIT', 'Estética Regis', 'Homeopática Hahnemann', 'Iusacell', 'Just Kids', 'La Casita de Betty', 'Med Natural', 'Montepío Luz Saviñon', 'Telcel'",Movistar',0,18,52
plaza amistad,Lifestyle Center,Jalisco Zapopan,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza altika interlomas,Lifestyle Center,Estado de ... Huixquiluc...,si,si,si,si,2 niveles,0,"'Mabruk', 'Pastelería Deliana'",0,0,0,0,0,0,0,"'La Ksa', 'Prointer', 'Techno Cocina', 'Windlock'",Azul celeste',0,0,0,0,0,0,Guapá! Store',"Beyond Beauty Spa', 'Centro Cambiario San Isidoro', 'Farmacias Benavides', 'Gloss Dent', 'Mundo Joven', 'Tintorerías MAX'",BMW Motocicletass',0,6,15
plaza alegra,Lifestyle Center,Jalisco Zapopan,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza alameda,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza aeropuerto,Lifestyle Center,CDMX,si,si,si,si,3 niveles,'7-Eleven',0,Nike',0,"Adidas', 'Under Armour'",0," 'Cinépolis', 'Yak'",Smart Fit',0,0,0,0,0,0,0,0," 'Burger King', ""Domino's Pizza"", 'Toks'",0,HSBC',0,0,7,11
plaza adana lincoln,Lifestyle Center,Nuevo Leó... Nuevo Leó...,si,si,si,si,2 niveles,0,"'Coffee Tree', 'Ganolife', 'Spiral'","Plaza mayoreo', 'XANAB'",Del Sol',Innovasport',0,"'Casino Premier"", ""Cinépolis""",Smart Fit',0,Villarreal'," 'Bijoux Bisuteria', ""D'Lorens"", 'Party World', 'Treviño'",0,"'Lavoro', 'Laxmi Jeans', 'Locura', 'Romance Moda Actual', 'Sport Palace'",0,"Hannia', 'Lalos Optica'",0,Comida china'," 'Dueña de la Luna Spa', 'Fraiche', 'Heaven', 'Mama2', 'Natura'","Banamex', 'Banco Afirme', 'Crédito Avance', 'Dinámica de Grupos', 'Santander', 'Telcel', 'Viatour'",Movistar',Frapelote',15,37
plaza acora pedregal,Fashion Mall,CDMX,si,si,si,si,3 niveles,0,0,0,0,0,0,0,Sports World',0,Carrito de las flores',0,0,0,0,0,0,"Crepe Corner', 'Green Grass', 'IHOP', 'Subway', 'Sushi Roll', 'Wing Stop'","GNC', 'Vellísimo Center'","Banamex', 'Dentalia', 'Skunk Car Wash', 'Stylezza', 'Wall Street English', 'XE Seguridad'",Best buy',0,6,17
plaza 404,Lifestyle Center,Nuevo Leó... San Pedro ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perisur,Lifestyle Center,CDMX,si,si,si,si,2 niveles,0,"'Dolce Mondo', 'El Globo', 'Häagen Dazs', 'Moyo Frozen Yogurt', 'Nespresso', 'Nutrisa', 'Nutrisa', 'Starbucks', 'Yozen'","Aldo', 'Camper', 'Capa de Ozono', 'Dorothy Gaynor', 'Emyco', 'Flavio Gatto', 'Flexi', 'Georgie Boy', 'Jean Pierre', 'La Milagresa LM & CO.', 'Michel Domit', 'Mistertennis', 'Nike', 'Nine West', 'Pikolinos', 'Prada', 'Skechers', ""The Athlete's Foot"", 'VIA UNO","Liverpool', 'Sanborns', 'Sears'"," 'Adidas', 'Adidas Originals', 'Fullsand', 'Martí', 'Puma', 'Salomon'",0," 'Cinépolis', 'Game Planet', 'Mixup', 'Yak'",0, 'El Péndulo',"'El Palacio de Hierro', 'Palacio Restaurante', 'Pop Atelier', 'Tapetes Tufan'","Bizzarro', 'Casa Arles', 'Citizen', 'Cristal Joyas', 'Daniel Espinosa', 'Emwa', 'Guvier', 'Isadora', 'Kipling', 'Mario Hernandez', 'Mont Blanc', 'Swarovski', 'Swatch', 'Tane', 'Todo Moda', 'Tous'",Maskota'," 'Aéropostale', 'Aldo Conti', 'Alfilo', 'American Eagle Outfitters', 'Banana Republic', 'Bebe', 'Bershka', 'Bimba y Lola', 'Calvin Klein', 'Carlo Giovanni', ""Chico's"", 'Cuadra', 'Desigual', 'Ermenegildo Zegna', 'Etam', 'Ferrioni', 'Fiorentina', 'Forever 21', 'Gap', 'High Life', 'Hugo Boss', 'Ivonne', 'Julio', 'Liz Minelli', 'LOB Footwear', 'Mango', 'María Isabel', 'Massimo Dutti', 'Max Mara', 'Oysho', 'Pepe Jeans', 'Pull & Bear', ""Robert's"", 'Scappino', 'Sexy Jeans', 'Sfera', 'Shasa', 'Studio F', 'Totto', 'United Colors of Benetton', ""Victoria's Secret"", ""Women'secret"", 'Zara', 'Zara Home', 'Zingara Swimwear'","Campanita & Kids', 'Chicco', 'Distroller'","Lux Sport', 'Ópticas Devlyn', 'Ópticas Lux', 'Sunglass Hut'",Lieb Tobacco',"100% Natural', 'Arrachera House', 'Barrio Tinto', 'China Town', 'Crepes & Waffles', 'Day Light Salads', ""Domino's Pizza"", 'El Torito', 'Garabatos', ""Italianni's"", 'KFC', 'La Casa del Pastor', 'Maison Kayser', ""McDonald's"", 'Miyako', 'Mr. Sushi', ""Nathan's"", 'Sbarro', 'Sixties Burger', 'Subway', 'Sushi Itto', 'Taco Inn', 'The Met'","Botanicus', 'Crabtree & Evelyn', 'GNC', ""Kiehl's"", ""L'Occitane en Provence"", 'MAC Cosmetics', 'Sally Beauty', 'The Body Shop', 'Yves Rocher'","Banamex', 'BBVA ', 'Bejjani', 'Centro de Atención a Clientes ...', 'CIBanco', 'Club Premier', 'El Corte Inglés', 'HSBC', 'Inbursa', 'Iusacell', 'IXE', 'Quick Cut', 'Santander', 'Scotiabank', 'Viajes Intermex', 'VIP Global Solutions'","Audio Mundo', 'iShop Mixup', 'RadioShack', 'Sony Store', 'Steren Shop'",0,17,169
periplaza,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,"""Sam's Club"", 'Walmart'",The Italian Coffee',0,0,Tennis Off',"Cupcakes Delice', 'Kendy Dulcería', 'Mini Donuts'",0,Be fitness',0,The Home Depot',0,0,Modelag',0, 'Óptica Americana',0," 'Antigua Taqueria La Oriental', 'Little Caesars', 'Los Pinchos', 'Mi Viejo Pueblito', 'Subway', 'Tostitos'","Fragancias Europeas', 'GNC', 'Mía...'","Autolavado del Sur', 'AutoZone', 'Banamex', 'BBVA ', 'Clínica Ruiz Laboratorios', 'Estafeta', 'Feng Sheng', 'García Pineda Chevrolet', 'Iusacell', 'Kumon', 'Montdent', 'Prendalana', 'Quick Learning', 'Quick Liss', 'Renault', 'Telcel', 'TONY Super Papelerías'","Movistar', 'Nextel'",0,12,39
patio universidad,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patio tulancingo,Lifestyle Center,Hidalgo Tulancingo,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patio santa fe 1,Fashion Hall,CDMX,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patio claveria,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paseo tec,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
paseo san pedro,Lifestyle Center,Nuevo Leó... San Pedro ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paseo san juan,Lifestyle Center,Querétaro San Juan d...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paseo san francisco,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,0,"Friso', 'Karma Bagels', 'Krispy Kreme', 'Pearl Tea 88', 'Santa Clara', 'The Italian Coffee', 'Villanieve', 'Yogen Früz'","Affinity Shoes', 'Bella Época', 'Charly'",Sanborns'," 'Martí Outlet', 'Tennis Off', 'Wallis Travel & Outdoor'",0," 'Cinemex', 'Juegos Infantiles', 'Juegos Infantiles'",Smart fit',0,0,"Bijoux Queen', 'Joyerati', 'Kery Bags', 'Todo Moda'",Pet Store',"Bijoux Queen', 'Joyerati', 'Kery Bags', 'Todo Moda'",0,visage Ópticas',Erotika Love Store',"Frida Querida', 'Hyruka Sushi', ""Italianni's"", 'La Crepería', 'Las Papas Bravas', 'Lastida', 'Los Pinchos', 'Mi Herencia', ""Steak House L'Asao"", 'Subway', 'Tortas La Bamba', 'Xing Sheng'",0," 'Office Depot', 'Price Travel', 'Telcel'","Movistar', 'Nextel', 'Xtracell'",Tarlets Coffee',15,49
paseo puebla,Lifestyle Center,Puebla Tlaxcalanc...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paseo la rioja,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paseo interlomas,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,3 niveles,0,"Ben & Jerry's, 'Häagen Dazs', 'La Cupcakería', 'Moyo Frozen Yogurt', ""Nuny's Yogurt"", 'Nutrisa', 'Splendido', 'Starbucks', 'Teavana'","'Aldo', 'Brantano', 'Capa de Ozono', 'Cole Haan', 'Converse', 'Crocs', 'Dic&Co', 'Dorothy Gaynor', 'Flexi', 'Georgie Boy', 'Merrell', 'Nike', 'Nine West', 'Prada', 'Steve Madden', ""The Athlete's Foot"", 'UGG', 'VIA UNO', 'Vince Camuto'","Liverpool', 'Sears'","Adidas', 'Adidas Originals', 'Innovasport', 'Martí', 'Salomon'",Chilim Balam'," 'Cinépolis', 'Game Planet', 'Jogo Jogo', 'La Pista', 'Mondo Xtremo', 'Recórcholis'",Sports World',"Fine Art Landscape', 'Librería Porrúa'","Crate & Barrel', 'Dupuis', 'El Palacio de Hierro', 'La Ruta de las Indias', 'Móbica', 'Roku Design', 'Tapetes Tufan', 'Tuy', 'West Elm', 'Zwilling J.A. Henckels'"," 'AB Móvil', 'Accessorize', 'Arcano', 'Aristocrazy', 'Avenue Vintage Store', 'Berger Joyeros', 'Bizzarro', 'Coach', 'Cristal Joyas', 'Guvier', 'Kipling', 'LeSportsac', 'Mashala', 'Mobo', 'Pandora', 'Swarovski', 'Swatch', 'Tanya Moss', 'Todo Moda', 'Tous'","Maskota', 'Petland'"," 'Adolfo Dominguez', 'Aldo Conti', 'American Girl', 'Banana Republic', 'BARI Swimwear', 'BCBGMAXAZRIA', 'Bebe', 'Bershka', 'Bimba y Lola', 'Brooks Brothers', 'Calvin Klein', 'Carlo Giovanni', 'Chaps', 'Cuadra', 'Destination Maternity', 'Dockers', 'Express', 'Forever 21', 'Gap', 'Guess', 'High Life', 'Hugo Boss', 'Ivonne', 'Juicy Couture', 'Julio', 'Lacoste', ""Levi's"", 'LOB', 'Marc Jacobs', 'María Isabel', 'Marsel', 'Massimo Dutti', 'Michael Kors', 'Oysho', 'Pepe Jeans', 'Pull & Bear', 'Quarry Jeans', 'Rapsodia', ""Robert's"", 'Scappino', 'Sfera', 'Shasa', 'Stradivarius', 'Studio F', 'Suite Blanco', 'Thomas Pink', 'Tommy Hilfiger', 'United Colors of Benetton', 'Uterqüe', 'Vanity', ""Women'secret"", 'Zara', 'Zara Home', 'Zingara Swimwear'","Baby Creysi', 'Baby Upscale', 'Build-A-Bear WorkShop', 'Campanita & Kids', 'Chicco', 'Eureka Kids', 'Gocco', 'Juguetibici', 'Nanos', ""Zilery's""","iNMODA Ópticas', 'Ópticas América', 'Ópticas Devlyn', 'Ópticas Lux', 'Ottica Micromega', 'Sunglass Hut'",0,"100% Natural', '50 Friends', 'Arrachera House', 'Asadero Uno', 'Burger King', 'Carolo', ""Chili's"", 'Corazón de Alcachofa', 'Crêpe Corner', 'El Califa', 'Garabatos', 'Giornale', 'Hong Fat', 'Jamba Juice', 'Japan Roll', 'Johnny Rockets', 'Kiga', 'La Ciudad de Colima', 'Loma Linda', ""McDonald's"", 'Moshi Moshi', 'Munchies Bar', 'Olive Garden', ""P.F. Chang's"", 'Panda Express', 'Restaurante El Bajío', 'Sandwicherie Fogg', 'Sbarro', 'Scala Lounge', 'Shishas', 'Sixties Burger', 'Spoleto', 'Suntory', 'Taco Inn', 'The Melting Pot', 'Tortas Locas Hipocampo', 'Wabu'","GNC', ""L'Occitane en Provence"", 'MAC Cosmetics', 'Orogold Cosmetics', 'Prédiré', 'Sally Beauty', 'Sephora', 'The Perfume Kingdom'"," 'Banamex', 'BBVA ', 'Best Day', 'Bosque Real', 'CIBanco', 'Enrique Bricker', 'Honey Nails', 'Iusacell', 'IXE', 'Piel Boutique', 'Smart Wheels', 'Telcel'","A-Móvil', 'Cellairis', 'H Móvil', 'MacStore', 'Movistar', 'Nextel', 'RadioShack', 'Steren'",0,18,212
paseo del carmen,Lifestyle Center,Quintana R... Playa del ...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paseo arcos bosques,Fashion Mall,CDMX,si,si,si,si,2 niveles,Circulo K',"'Círculo K', 'Häagen Dazs', 'La Crêpe Parisienne', 'Nutrisa', 'Starbucks', 'Starbucks Reserve', 'Teavana'","Steve Madden', 'UGG'",0,Adidas',Chilim Balam',"Cinépolis', 'Grand Piano Lounge', 'Hyde', 'Sens'",Black Crossfit Mexico',0,"Carla Elena', 'Crate & Barrel', 'Dupuis', 'Mamakaii', 'Menta'","Apnea', 'Avenue Vintage Store', 'Daniel Espinosa', 'Ice Watch', 'Swarovski'",0,"Boutique J', 'Brooks Brothers', 'Effe By Frattina', 'Hilda Calderón', 'Hugo Boss', 'Juicy Couture', 'Kate Spade', 'Lacoste', 'Luxus', 'Mango', 'Pink', 'Rapsodia', 'TFA', 'United Colors of Benetton', ""Victoria's Secret"", 'Zingara Swimwear'",Imaginarium',Sunglass Island',0,"50 Friends', 'Barezzito', 'Café O2', 'Costa Guadiana', 'Dale Boca', 'Giornale', 'Gyro Gyro', 'La Popular', 'Los Chilakos', 'Maison Kayser', ""McDonald's"", 'Moshi Moshi', 'Nobu', 'Partners & Brothers', 'Penny Lane', ""Porfirio's"", 'Puerto Madero', 'Punto Verde', 'Sbarro', 'Subway', 'Sushi Itto', 'Taco Inn', 'The Fresh Root'","GNC', ""Kiehl's"""," 'Aeroméxico', 'Cuco & Guille', 'Live Aqua Bosques', 'Segmail', 'Telcel'",iShop Mixup',0,16,75
paseo acoxpa,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,"'Dairy Queen', 'Krispy Kreme', 'La Crêpe Parisienne', 'Moyo Frozen Yogurt', 'Nutrisa', 'Starbucks'","Converse', 'Dorothy Gaynor', 'La Milagresa LM & CO.', 'Merrell', 'Nike', 'Nine West', 'Skechers'",0,"'Adidas', 'Martí'",Chilim Balam',"Cinépolis', 'Game Planet', 'PlayCity Casino', 'Recórcholis'",Sport City Entrenna',Librerías Gandhi',"La Boutique Palacio', 'Viajes Palacio'"," 'Bizzarro', 'Isadora', 'Mobo', 'Swatch', 'Todo Moda'",Maskota',"American Eagle Outfitters', 'BARI Swimwear', 'Bebe', 'Bershka', 'Furor', 'Julio', 'Liz Minelli', 'Oysho', 'Pull & Bear', 'Soho', 'Stradivarius', 'Vanity', 'Vittorio Forti', 'Zara'","'Campanita & Kids', ""Carter's"", 'Juguetibici'", 'Ópticas Devlyn',0,"'California Pizza Kitchen', ""Chili's"", 'Deliz', ""Domino's Pizza"", 'Dynasty Chinese Food Express', 'Fonda Argentina', 'Garabatos', ""Italianni's"", 'KFC', 'La Buena Tierra', ""McDonald's"", 'Moshi Moshi', ""P.F. Chang's"", 'PalacioRestaurante', 'Restaurante El Bajío', 'Sbarro', 'Subway', 'Sushi Itto', 'Sushi Roll', 'Taco Inn'","GNC', 'MAC Cosmetics', 'Orogold Cosmetics', 'Sally Beauty', 'Stoa Beauty Center'"," 'Banorte', 'BBVA ', 'Centro de Atención al Cliente ...', 'Centro de Servicio Digital Sec....', 'CFE', 'CIBanco', 'D Uñas Nails', 'Dentalia', 'Enrique Bricker', 'Farmacias Benavides', 'Inbursa', 'izzi', 'Perfect Skin Spa', 'Santander', 'Scotiabank', 'Tintorería Bosques'","A-Móvil', 'Best Buy', 'MacStore', 'Movistar', 'Steren'",0,17,94
pasaje san jeronimo,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,"'Cocco Patisserie', 'Starbucks'",0,0,0,0,0," 'Anahata Yoga', 'Smart Fit'",0,Bodega III',Maria Montaño',Petco',0,0,0,0,"'Doctor Juice', ""Domino's Pizza"", 'Toks'",Organic Beats',"""Dr. Scholl's"", 'Estética Ler', 'Office Depot', 'Tintorerías Pressto",0,0,8,16
pasaje polanco,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parque tezontle,Lifestyle Center,CDMX,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,19,192
parque lindavista,Lifestyle Center,CDMX,si,si,si,si,5 niveles,,,,,,,,,,,,,,,,,,,,,,19,163
parque interlomas,Lifestyle Center,Estado de ... Huixquiluc...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,14,46
parque duraznos,Lifestyle Center,CDMX,si,si,si,si,4 niveles,,,,,,,,,,,,,,,,,,,,,,15,51
parque delta,Lifestyle Center,CDMX,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,17,133
parque alameda,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,11,25
park plaza shops,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,10,29
palmira plaza comercial,Lifestyle Center,Cd. Del Carmen,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palmas plaza,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,10,42
pabellon lindavista,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,1,1
pabellon las torres,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pabellon guadalajara,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pabellon ecatepec,Lifestyle Center,Estado de ... Ecatepec d...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pabellon del valle,Lifestyle Center,CDMX,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erotika Love Store',0,0,0,0,0,1,1
pabellon cuemanco,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pabellon cuauhtemoc,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,18,65
pabellon costera,Lifestyle Center,Guerrero Acapulco,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pabellon bosques,Lifestyle Center,CDMX,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,17,73
pabellon azcapotzalco,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,5,10
pabellon altavista,Lifestyle Center,CDMX,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,15,41
pabellon alamedas,Lifestyle Center,Estado de ... Atizapán ...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,3,5
outlet puebla premier,Lifestyle Center,Puebla San Franci...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,11,108
oasis coyoacan,Lifestyle Center,CDMX,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,18,123
nuevo sur shopping center,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nima shops,Lifestyle Center,Jalisco Puerto Val...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mundo e,Lifestyle Center,Estado de ... Tlalnepant...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,17,99
multiplaza vergel,Lifestyle Center,Estado de ... Nezahualco...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,5,10
multiplaza valle dorado,Lifestyle Center,Estado de ... Tlalnepant...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,13,43
multiplaza santin,Lifestyle Center,Estado de ... Otzacatip?...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza san mateo,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,9,20
multiplaza san juan,Lifestyle Center,Estado de ... Nezahualco...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,6,15
multiplaza puerto morelos,Lifestyle Center,Quintana R... Joaquín Z...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza puerto aventuras,Lifestyle Center,Quintana R... Chacalal,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza pirules,Lifestyle Center,Estado de ... Tlalnepant...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,4,5
multiplaza ojo de agua,Lifestyle Center,Estado de ... Ojo de Agu...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza magno deco,Lifestyle Center,Estado de ... Huixquiluc...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BMW', 'Mini coopper'",0,0,0,0,0,1,2
multiplaza los laureles,Lifestyle Center,Estado de ... Ecatepec d...,si,si,si,si,1 nivel,Oxxo',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
multiplaza lindavista,Lifestyle Center,Nuevo Leó... Guadalupe,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza las palmas,Lifestyle Center,Guerrero Acapulco,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,13,42
multiplaza lak in,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza la luna,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza kabah,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza jacarandas,Lifestyle Center,Estado de ... Tlalnepant...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,2,3
multiplaza izcalli,Lifestyle Center,Estado de ... Cuautitlan...,si,si,si,si,3 niveles,,,,,,,,,,,,,,,,,,,,,,12,42
multiplaza coacalco,Lifestyle Center,Estado de ... San Franci...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,9,13
multiplaza chetumal,Lifestyle Center,Quintana R... Chetumal,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,10,16
multiplaza chac mool,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,11,19
multiplaza caracol,Lifestyle Center,Guerrero Acapulco,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,12,32
multiplaza cancun,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiplaza bosques,Lifestyle Center,Estado de ... Nezahualco...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,10,31
multiplaza bellavista,Lifestyle Center,Estado de ... Cd. López...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,6,13
multiplaza arboledas,Lifestyle Center,Estado de ... Tlalnepant...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,17,69
multiplaza aragon,Lifestyle Center,Estado de ... Ecatepec d...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,20,347
multiplaza alamedas,Lifestyle Center,Estado de ... Atizapan d...,si,si,si,si,2 niveles,,,,,,,,,,,,,,,,,,,,,,16,62
multimart baz,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,1 nivel,,,,,,,,,,,,,,,,,,,,,,3,3
